month,level_1,level_2,value
1989-04,All Items,Household Durables And Services,75.445
1989-04,All Items,Health Care,47.923
1989-04,All Items,Transport,53.41
1989-04,All Items,Communication,120.7
1989-04,All Items,Recreation & Culture,81.528
1989-04,All Items,Education,36.037
1989-04,All Items,Miscellaneous Goods & Services,53.903
1989-05,All Items,Food,63.161
1989-05,All Items,Food Excl Food Servicing Services,na
1989-05,All Items,Food Servicing Services,na
1989-05,All Items,Clothing & Footwear,86.306
1989-05,All Items,Housing & Utilities,50.36
1989-05,All Items,Household Durables And Services,75.557
1989-05,All Items,Health Care,47.942
1989-05,All Items,Transport,54.548
1989-05,All Items,Communication,120.7
1989-05,All Items,Recreation & Culture,81.701
1989-05,All Items,Education,36.037
1989-05,All Items,Miscellaneous Goods & Services,53.98
1989-06,All Items,Food,63.172
1989-06,All Items,Food Excl Food Servicing Services,na
1989-06,All Items,Food Servicing Services,na
1989-06,All Items,Clothing & Footwear,86.933
1989-06,All Items,Housing & Utilities,50.36
1989-06,All Items,Household Durables And Services,75.737
1989-06,All Items,Health Care,47.957
1989-06,All Items,Transport,56.012
1989-06,All Items,Communication,120.7
1989-06,All Items,Recreation & Culture,81.867
1989-06,All Items,Education,36.132
1989-06,All Items,Miscellaneous Goods & Services,54.028
1989-07,All Items,Food,63.299
1989-07,All Items,Food Excl Food Servicing Services,na
1989-07,All Items,Food Servicing Services,na
1989-07,All Items,Clothing & Footwear,87.027
1989-07,All Items,Housing & Utilities,50.791
1989-07,All Items,Household Durables And Services,75.738
1989-07,All Items,Health Care,48.056
1989-07,All Items,Transport,55.723
1989-07,All Items,Communication,123.472
1989-07,All Items,Recreation & Culture,81.983
1989-07,All Items,Education,37.391
1989-07,All Items,Miscellaneous Goods & Services,54.087
1989-08,All Items,Food,63.193
1989-08,All Items,Food Excl Food Servicing Services,na
1989-08,All Items,Food Servicing Services,na
1989-08,All Items,Clothing & Footwear,86.828
1989-08,All Items,Housing & Utilities,51.217
1989-08,All Items,Household Durables And Services,75.731
1989-08,All Items,Health Care,48.535
1989-08,All Items,Transport,55.861
1989-08,All Items,Communication,123.472
1989-08,All Items,Recreation & Culture,82.006
1989-08,All Items,Education,37.671
1989-08,All Items,Miscellaneous Goods & Services,54.093
1989-09,All Items,Food,63.156
1989-09,All Items,Food Excl Food Servicing Services,na
1989-09,All Items,Food Servicing Services,na
1989-09,All Items,Clothing & Footwear,86.884
1989-09,All Items,Housing & Utilities,51.217
1989-09,All Items,Household Durables And Services,75.836
1989-09,All Items,Health Care,48.586
1989-09,All Items,Transport,55.858
1989-09,All Items,Communication,123.472
1989-09,All Items,Recreation & Culture,81.995
1989-09,All Items,Education,37.707
1989-09,All Items,Miscellaneous Goods & Services,54.117
1989-10,All Items,Food,63.295
1989-10,All Items,Food Excl Food Servicing Services,na
1989-10,All Items,Food Servicing Services,na
1989-10,All Items,Clothing & Footwear,87.074
1989-10,All Items,Housing & Utilities,52.306
1989-10,All Items,Household Durables And Services,77.538
1989-10,All Items,Health Care,48.637
1989-10,All Items,Transport,55.867
1989-10,All Items,Communication,123.472
1989-10,All Items,Recreation & Culture,81.794
1989-10,All Items,Education,37.727
1989-10,All Items,Miscellaneous Goods & Services,54.211
1989-11,All Items,Food,63.726
1989-11,All Items,Food Excl Food Servicing Services,na
1989-11,All Items,Food Servicing Services,na
1989-11,All Items,Clothing & Footwear,87.071
1989-11,All Items,Housing & Utilities,52.306
1989-11,All Items,Household Durables And Services,77.53
1989-11,All Items,Health Care,48.717
1989-11,All Items,Transport,56.005
1989-11,All Items,Communication,123.472
1989-11,All Items,Recreation & Culture,82.453
1989-11,All Items,Education,37.727
1989-11,All Items,Miscellaneous Goods & Services,54.229
1989-12,All Items,Food,63.581
1989-12,All Items,Food Excl Food Servicing Services,na
1989-12,All Items,Food Servicing Services,na
1989-12,All Items,Clothing & Footwear,87.193
1989-12,All Items,Housing & Utilities,52.307
1989-12,All Items,Household Durables And Services,77.57
1989-12,All Items,Health Care,48.767
1989-12,All Items,Transport,56.809
1989-12,All Items,Communication,123.472
1989-12,All Items,Recreation & Culture,82.454
1989-12,All Items,Education,37.74
1989-12,All Items,Miscellaneous Goods & Services,54.253
1990-01,All Items,Food,63.692
1990-01,All Items,Food Excl Food Servicing Services,63.323
1990-01,All Items,Food Servicing Services,63.195
1990-01,All Items,Clothing & Footwear,87.395
1990-01,All Items,Housing & Utilities,53.643
1990-01,All Items,Household Durables And Services,77.534
1990-01,All Items,Health Care,48.893
1990-01,All Items,Transport,56.919
1990-01,All Items,Communication,123.472
1990-01,All Items,Recreation & Culture,82.717
1990-01,All Items,Education,38.511
1990-01,All Items,Miscellaneous Goods & Services,54.35
1990-02,All Items,Food,63.569
1990-02,All Items,Food Excl Food Servicing Services,62.956
1990-02,All Items,Food Servicing Services,63.324
1990-02,All Items,Clothing & Footwear,87.507
1990-02,All Items,Housing & Utilities,53.977
1990-02,All Items,Household Durables And Services,78.674
1990-02,All Items,Health Care,49.738
1990-02,All Items,Transport,57.133
1990-02,All Items,Communication,123.472
1990-02,All Items,Recreation & Culture,82.72
1990-02,All Items,Education,38.511
1990-02,All Items,Miscellaneous Goods & Services,54.347
1990-03,All Items,Food,63.12
1990-03,All Items,Food Excl Food Servicing Services,62.054
1990-03,All Items,Food Servicing Services,63.347
1990-03,All Items,Clothing & Footwear,86.641
1990-03,All Items,Housing & Utilities,53.976
1990-03,All Items,Household Durables And Services,78.735
1990-03,All Items,Health Care,49.787
1990-03,All Items,Transport,57.204
1990-03,All Items,Communication,123.472
1990-03,All Items,Recreation & Culture,82.678
1990-03,All Items,Education,38.692
1990-03,All Items,Miscellaneous Goods & Services,54.435
1990-04,All Items,Food,63.58
1990-04,All Items,Food Excl Food Servicing Services,62.948
1990-04,All Items,Food Servicing Services,63.353
1990-04,All Items,Clothing & Footwear,87.188
1990-04,All Items,Housing & Utilities,54.019
1990-04,All Items,Household Durables And Services,78.612
1990-04,All Items,Health Care,49.95
1990-04,All Items,Transport,57.355
1990-04,All Items,Communication,123.472
1990-04,All Items,Recreation & Culture,83.139
1990-04,All Items,Education,38.994
1990-04,All Items,Miscellaneous Goods & Services,55.5
1990-05,All Items,Food,63.801
1990-05,All Items,Food Excl Food Servicing Services,63.36
1990-05,All Items,Food Servicing Services,63.376
1990-05,All Items,Clothing & Footwear,87.491
1990-05,All Items,Housing & Utilities,53.822
1990-05,All Items,Household Durables And Services,78.589
1990-05,All Items,Health Care,50.045
1990-05,All Items,Transport,57.653
1990-05,All Items,Communication,123.472
1990-05,All Items,Recreation & Culture,82.957
1990-05,All Items,Education,39.787
1990-05,All Items,Miscellaneous Goods & Services,55.804
1990-06,All Items,Food,63.766
1990-06,All Items,Food Excl Food Servicing Services,63.246
1990-06,All Items,Food Servicing Services,63.423
1990-06,All Items,Clothing & Footwear,87.575
1990-06,All Items,Housing & Utilities,54.48
1990-06,All Items,Household Durables And Services,78.386
1990-06,All Items,Health Care,50.12
1990-06,All Items,Transport,57.526
1990-06,All Items,Communication,123.472
1990-06,All Items,Recreation & Culture,82.897
1990-06,All Items,Education,40.073
1990-06,All Items,Miscellaneous Goods & Services,55.845
1990-07,All Items,Food,63.489
1990-07,All Items,Food Excl Food Servicing Services,62.569
1990-07,All Items,Food Servicing Services,63.559
1990-07,All Items,Clothing & Footwear,87.63
1990-07,All Items,Housing & Utilities,55.036
1990-07,All Items,Household Durables And Services,78.387
1990-07,All Items,Health Care,50.692
1990-07,All Items,Transport,57.46
1990-07,All Items,Communication,123.472
1990-07,All Items,Recreation & Culture,83.123
1990-07,All Items,Education,40.369
1990-07,All Items,Miscellaneous Goods & Services,55.905
1990-08,All Items,Food,63.503
1990-08,All Items,Food Excl Food Servicing Services,62.407
1990-08,All Items,Food Servicing Services,63.756
1990-08,All Items,Clothing & Footwear,86.103
1990-08,All Items,Housing & Utilities,55.036
1990-08,All Items,Household Durables And Services,79.052
1990-08,All Items,Health Care,51.365
1990-08,All Items,Transport,59.001
1990-08,All Items,Communication,123.472
1990-08,All Items,Recreation & Culture,83
1990-08,All Items,Education,40.397
1990-08,All Items,Miscellaneous Goods & Services,55.911
1990-09,All Items,Food,63.158
1990-09,All Items,Food Excl Food Servicing Services,61.63
1990-09,All Items,Food Servicing Services,63.858
1990-09,All Items,Clothing & Footwear,87.135
1990-09,All Items,Housing & Utilities,55.134
1990-09,All Items,Household Durables And Services,79.092
1990-09,All Items,Health Care,51.562
1990-09,All Items,Transport,62.265
1990-09,All Items,Communication,123.472
1990-09,All Items,Recreation & Culture,83.014
1990-09,All Items,Education,40.554
1990-09,All Items,Miscellaneous Goods & Services,55.892
1990-10,All Items,Food,63.136
1990-10,All Items,Food Excl Food Servicing Services,61.484
1990-10,All Items,Food Servicing Services,63.964
1990-10,All Items,Clothing & Footwear,87.719
1990-10,All Items,Housing & Utilities,55.276
1990-10,All Items,Household Durables And Services,79.092
1990-10,All Items,Health Care,51.75
1990-10,All Items,Transport,65.126
1990-10,All Items,Communication,123.472
1990-10,All Items,Recreation & Culture,83.247
1990-10,All Items,Education,40.862
1990-10,All Items,Miscellaneous Goods & Services,55.883
1990-11,All Items,Food,63.417
1990-11,All Items,Food Excl Food Servicing Services,61.974
1990-11,All Items,Food Servicing Services,64.026
1990-11,All Items,Clothing & Footwear,87.745
1990-11,All Items,Housing & Utilities,55.983
1990-11,All Items,Household Durables And Services,78.955
1990-11,All Items,Health Care,51.76
1990-11,All Items,Transport,63.402
1990-11,All Items,Communication,123.472
1990-11,All Items,Recreation & Culture,83.495
1990-11,All Items,Education,40.919
1990-11,All Items,Miscellaneous Goods & Services,55.93
1990-12,All Items,Food,63.975
1990-12,All Items,Food Excl Food Servicing Services,62.997
1990-12,All Items,Food Servicing Services,64.099
1990-12,All Items,Clothing & Footwear,87.746
1990-12,All Items,Housing & Utilities,56.101
1990-12,All Items,Household Durables And Services,78.899
1990-12,All Items,Health Care,51.733
1990-12,All Items,Transport,62.988
1990-12,All Items,Communication,123.472
1990-12,All Items,Recreation & Culture,84.68
1990-12,All Items,Education,40.942
1990-12,All Items,Miscellaneous Goods & Services,56.749
1991-01,All Items,Food,63.466
1991-01,All Items,Food Excl Food Servicing Services,61.865
1991-01,All Items,Food Servicing Services,64.236
1991-01,All Items,Clothing & Footwear,88.426
1991-01,All Items,Housing & Utilities,56.204
1991-01,All Items,Household Durables And Services,79.073
1991-01,All Items,Health Care,53.947
1991-01,All Items,Transport,62.766
1991-01,All Items,Communication,124.41
1991-01,All Items,Recreation & Culture,85.088
1991-01,All Items,Education,42.835
1991-01,All Items,Miscellaneous Goods & Services,57.382
1991-02,All Items,Food,64.385
1991-02,All Items,Food Excl Food Servicing Services,63.461
1991-02,All Items,Food Servicing Services,64.448
1991-02,All Items,Clothing & Footwear,88.514
1991-02,All Items,Housing & Utilities,56.203
1991-02,All Items,Household Durables And Services,78.844
1991-02,All Items,Health Care,54.022
1991-02,All Items,Transport,63.881
1991-02,All Items,Communication,124.41
1991-02,All Items,Recreation & Culture,85.125
1991-02,All Items,Education,42.835
1991-02,All Items,Miscellaneous Goods & Services,57.422
1991-03,All Items,Food,63.847
1991-03,All Items,Food Excl Food Servicing Services,62.295
1991-03,All Items,Food Servicing Services,64.563
1991-03,All Items,Clothing & Footwear,88.519
1991-03,All Items,Housing & Utilities,56.09
1991-03,All Items,Household Durables And Services,78.87
1991-03,All Items,Health Care,54.281
1991-03,All Items,Transport,62.396
1991-03,All Items,Communication,124.41
1991-03,All Items,Recreation & Culture,85.442
1991-03,All Items,Education,43.138
1991-03,All Items,Miscellaneous Goods & Services,58.756
1991-04,All Items,Food,64.4
1991-04,All Items,Food Excl Food Servicing Services,63.205
1991-04,All Items,Food Servicing Services,64.74
1991-04,All Items,Clothing & Footwear,88.487
1991-04,All Items,Housing & Utilities,56.328
1991-04,All Items,Household Durables And Services,78.815
1991-04,All Items,Health Care,54.234
1991-04,All Items,Transport,62.773
1991-04,All Items,Communication,124.41
1991-04,All Items,Recreation & Culture,85.707
1991-04,All Items,Education,43.185
1991-04,All Items,Miscellaneous Goods & Services,58.903
1991-05,All Items,Food,64.783
1991-05,All Items,Food Excl Food Servicing Services,63.893
1991-05,All Items,Food Servicing Services,64.806
1991-05,All Items,Clothing & Footwear,88.528
1991-05,All Items,Housing & Utilities,55.741
1991-05,All Items,Household Durables And Services,79.247
1991-05,All Items,Health Care,54.454
1991-05,All Items,Transport,63.645
1991-05,All Items,Communication,124.41
1991-05,All Items,Recreation & Culture,85.658
1991-05,All Items,Education,43.209
1991-05,All Items,Miscellaneous Goods & Services,58.917
1991-06,All Items,Food,64.715
1991-06,All Items,Food Excl Food Servicing Services,63.782
1991-06,All Items,Food Servicing Services,64.781
1991-06,All Items,Clothing & Footwear,88.789
1991-06,All Items,Housing & Utilities,55.742
1991-06,All Items,Household Durables And Services,79.352
1991-06,All Items,Health Care,54.739
1991-06,All Items,Transport,64.53
1991-06,All Items,Communication,124.41
1991-06,All Items,Recreation & Culture,85.645
1991-06,All Items,Education,43.559
1991-06,All Items,Miscellaneous Goods & Services,58.974
1991-07,All Items,Food,64.602
1991-07,All Items,Food Excl Food Servicing Services,63.411
1991-07,All Items,Food Servicing Services,64.935
1991-07,All Items,Clothing & Footwear,88.402
1991-07,All Items,Housing & Utilities,55.797
1991-07,All Items,Household Durables And Services,79.393
1991-07,All Items,Health Care,54.9
1991-07,All Items,Transport,64.471
1991-07,All Items,Communication,124.41
1991-07,All Items,Recreation & Culture,86.532
1991-07,All Items,Education,45.248
1991-07,All Items,Miscellaneous Goods & Services,58.98
1991-08,All Items,Food,64.797
1991-08,All Items,Food Excl Food Servicing Services,63.61
1991-08,All Items,Food Servicing Services,65.124
1991-08,All Items,Clothing & Footwear,88.029
1991-08,All Items,Housing & Utilities,55.794
1991-08,All Items,Household Durables And Services,79.274
1991-08,All Items,Health Care,55.018
1991-08,All Items,Transport,64.755
1991-08,All Items,Communication,124.41
1991-08,All Items,Recreation & Culture,87.712
1991-08,All Items,Education,45.248
1991-08,All Items,Miscellaneous Goods & Services,58.766
1991-09,All Items,Food,64.483
1991-09,All Items,Food Excl Food Servicing Services,62.93
1991-09,All Items,Food Servicing Services,65.191
1991-09,All Items,Clothing & Footwear,89.152
1991-09,All Items,Housing & Utilities,55.794
1991-09,All Items,Household Durables And Services,79.352
1991-09,All Items,Health Care,55.104
1991-09,All Items,Transport,64.886
1991-09,All Items,Communication,124.41
1991-09,All Items,Recreation & Culture,87.584
1991-09,All Items,Education,45.276
1991-09,All Items,Miscellaneous Goods & Services,59.075
1991-10,All Items,Food,64.434
1991-10,All Items,Food Excl Food Servicing Services,62.796
1991-10,All Items,Food Servicing Services,65.229
1991-10,All Items,Clothing & Footwear,89.619
1991-10,All Items,Housing & Utilities,56.178
1991-10,All Items,Household Durables And Services,79.341
1991-10,All Items,Health Care,55.127
1991-10,All Items,Transport,64.106
1991-10,All Items,Communication,124.41
1991-10,All Items,Recreation & Culture,87.503
1991-10,All Items,Education,45.309
1991-10,All Items,Miscellaneous Goods & Services,60.314
1991-11,All Items,Food,64.633
1991-11,All Items,Food Excl Food Servicing Services,63.186
1991-11,All Items,Food Servicing Services,65.231
1991-11,All Items,Clothing & Footwear,89.775
1991-11,All Items,Housing & Utilities,55.843
1991-11,All Items,Household Durables And Services,79.38
1991-11,All Items,Health Care,55.376
1991-11,All Items,Transport,64.541
1991-11,All Items,Communication,124.41
1991-11,All Items,Recreation & Culture,87.501
1991-11,All Items,Education,45.31
1991-11,All Items,Miscellaneous Goods & Services,60.314
1991-12,All Items,Food,65.702
1991-12,All Items,Food Excl Food Servicing Services,65.212
1991-12,All Items,Food Servicing Services,65.301
1991-12,All Items,Clothing & Footwear,90.1
1991-12,All Items,Housing & Utilities,55.843
1991-12,All Items,Household Durables And Services,79.297
1991-12,All Items,Health Care,55.385
1991-12,All Items,Transport,65.2
1991-12,All Items,Communication,124.41
1991-12,All Items,Recreation & Culture,87.452
1991-12,All Items,Education,45.318
1991-12,All Items,Miscellaneous Goods & Services,60.347
1992-01,All Items,Food,65.18
1992-01,All Items,Food Excl Food Servicing Services,64.212
1992-01,All Items,Food Servicing Services,65.277
1992-01,All Items,Clothing & Footwear,91.016
1992-01,All Items,Housing & Utilities,56.286
1992-01,All Items,Household Durables And Services,79.343
1992-01,All Items,Health Care,55.531
1992-01,All Items,Transport,65.476
1992-01,All Items,Communication,124.41
1992-01,All Items,Recreation & Culture,87.533
1992-01,All Items,Education,46.283
1992-01,All Items,Miscellaneous Goods & Services,60.262
1992-02,All Items,Food,65.246
1992-02,All Items,Food Excl Food Servicing Services,64.262
1992-02,All Items,Food Servicing Services,65.358
1992-02,All Items,Clothing & Footwear,89.953
1992-02,All Items,Housing & Utilities,56.118
1992-02,All Items,Household Durables And Services,79.382
1992-02,All Items,Health Care,55.5
1992-02,All Items,Transport,64.739
1992-02,All Items,Communication,124.41
1992-02,All Items,Recreation & Culture,88.583
1992-02,All Items,Education,46.283
1992-02,All Items,Miscellaneous Goods & Services,60.238
1992-03,All Items,Food,64.866
1992-03,All Items,Food Excl Food Servicing Services,63.4
1992-03,All Items,Food Servicing Services,65.478
1992-03,All Items,Clothing & Footwear,91.019
1992-03,All Items,Housing & Utilities,56.118
1992-03,All Items,Household Durables And Services,79.367
1992-03,All Items,Health Care,55.599
1992-03,All Items,Transport,64.615
1992-03,All Items,Communication,124.41
1992-03,All Items,Recreation & Culture,88.465
1992-03,All Items,Education,46.508
1992-03,All Items,Miscellaneous Goods & Services,60.276
1992-04,All Items,Food,65.088
1992-04,All Items,Food Excl Food Servicing Services,63.717
1992-04,All Items,Food Servicing Services,65.6
1992-04,All Items,Clothing & Footwear,91.07
1992-04,All Items,Housing & Utilities,57.184
1992-04,All Items,Household Durables And Services,81.386
1992-04,All Items,Health Care,55.713
1992-04,All Items,Transport,65.056
1992-04,All Items,Communication,124.41
1992-04,All Items,Recreation & Culture,88.13
1992-04,All Items,Education,46.682
1992-04,All Items,Miscellaneous Goods & Services,60.388
1992-05,All Items,Food,65.53
1992-05,All Items,Food Excl Food Servicing Services,64.42
1992-05,All Items,Food Servicing Services,65.769
1992-05,All Items,Clothing & Footwear,91.023
1992-05,All Items,Housing & Utilities,57.184
1992-05,All Items,Household Durables And Services,81.379
1992-05,All Items,Health Care,55.718
1992-05,All Items,Transport,66.043
1992-05,All Items,Communication,124.41
1992-05,All Items,Recreation & Culture,88.446
1992-05,All Items,Education,46.682
1992-05,All Items,Miscellaneous Goods & Services,60.462
1992-06,All Items,Food,65.48
1992-06,All Items,Food Excl Food Servicing Services,64.284
1992-06,All Items,Food Servicing Services,65.806
1992-06,All Items,Clothing & Footwear,91.219
1992-06,All Items,Housing & Utilities,57.198
1992-06,All Items,Household Durables And Services,81.354
1992-06,All Items,Health Care,56.212
1992-06,All Items,Transport,66.128
1992-06,All Items,Communication,124.41
1992-06,All Items,Recreation & Culture,88.355
1992-06,All Items,Education,46.682
1992-06,All Items,Miscellaneous Goods & Services,60.376
1992-07,All Items,Food,65.694
1992-07,All Items,Food Excl Food Servicing Services,64.688
1992-07,All Items,Food Servicing Services,65.824
1992-07,All Items,Clothing & Footwear,91.235
1992-07,All Items,Housing & Utilities,57.959
1992-07,All Items,Household Durables And Services,81.756
1992-07,All Items,Health Care,56.329
1992-07,All Items,Transport,66.349
1992-07,All Items,Communication,124.41
1992-07,All Items,Recreation & Culture,87.944
1992-07,All Items,Education,47.644
1992-07,All Items,Miscellaneous Goods & Services,60.397
1992-08,All Items,Food,65.381
1992-08,All Items,Food Excl Food Servicing Services,63.992
1992-08,All Items,Food Servicing Services,65.907
1992-08,All Items,Clothing & Footwear,89.993
1992-08,All Items,Housing & Utilities,57.959
1992-08,All Items,Household Durables And Services,81.772
1992-08,All Items,Health Care,56.33
1992-08,All Items,Transport,66.543
1992-08,All Items,Communication,124.41
1992-08,All Items,Recreation & Culture,88.248
1992-08,All Items,Education,47.621
1992-08,All Items,Miscellaneous Goods & Services,60.459
1992-09,All Items,Food,65.228
1992-09,All Items,Food Excl Food Servicing Services,63.62
1992-09,All Items,Food Servicing Services,65.983
1992-09,All Items,Clothing & Footwear,91.345
1992-09,All Items,Housing & Utilities,57.956
1992-09,All Items,Household Durables And Services,81.663
1992-09,All Items,Health Care,56.331
1992-09,All Items,Transport,66.551
1992-09,All Items,Communication,124.41
1992-09,All Items,Recreation & Culture,88.723
1992-09,All Items,Education,47.651
1992-09,All Items,Miscellaneous Goods & Services,60.805
1992-10,All Items,Food,65.148
1992-10,All Items,Food Excl Food Servicing Services,63.449
1992-10,All Items,Food Servicing Services,65.997
1992-10,All Items,Clothing & Footwear,91.238
1992-10,All Items,Housing & Utilities,58.177
1992-10,All Items,Household Durables And Services,81.668
1992-10,All Items,Health Care,56.381
1992-10,All Items,Transport,66.849
1992-10,All Items,Communication,124.41
1992-10,All Items,Recreation & Culture,88.427
1992-10,All Items,Education,47.651
1992-10,All Items,Miscellaneous Goods & Services,62.749
1992-11,All Items,Food,65.215
1992-11,All Items,Food Excl Food Servicing Services,63.526
1992-11,All Items,Food Servicing Services,66.052
1992-11,All Items,Clothing & Footwear,91.483
1992-11,All Items,Housing & Utilities,58.345
1992-11,All Items,Household Durables And Services,81.823
1992-11,All Items,Health Care,56.62
1992-11,All Items,Transport,67.291
1992-11,All Items,Communication,124.41
1992-11,All Items,Recreation & Culture,89.081
1992-11,All Items,Education,47.662
1992-11,All Items,Miscellaneous Goods & Services,62.788
1992-12,All Items,Food,65.504
1992-12,All Items,Food Excl Food Servicing Services,64.002
1992-12,All Items,Food Servicing Services,66.144
1992-12,All Items,Clothing & Footwear,91.617
1992-12,All Items,Housing & Utilities,58.349
1992-12,All Items,Household Durables And Services,81.827
1992-12,All Items,Health Care,56.603
1992-12,All Items,Transport,66.716
1992-12,All Items,Communication,124.41
1992-12,All Items,Recreation & Culture,89.495
1992-12,All Items,Education,47.662
1992-12,All Items,Miscellaneous Goods & Services,62.766
1993-01,All Items,Food,66.546
1993-01,All Items,Food Excl Food Servicing Services,65.707
1993-01,All Items,Food Servicing Services,66.546
1993-01,All Items,Clothing & Footwear,91.693
1993-01,All Items,Housing & Utilities,59.138
1993-01,All Items,Household Durables And Services,82.051
1993-01,All Items,Health Care,56.845
1993-01,All Items,Transport,66.213
1993-01,All Items,Communication,123.688
1993-01,All Items,Recreation & Culture,89.643
1993-01,All Items,Education,48.519
1993-01,All Items,Miscellaneous Goods & Services,63.43
1993-02,All Items,Food,65.486
1993-02,All Items,Food Excl Food Servicing Services,63.538
1993-02,All Items,Food Servicing Services,66.583
1993-02,All Items,Clothing & Footwear,91.905
1993-02,All Items,Housing & Utilities,59.138
1993-02,All Items,Household Durables And Services,82.077
1993-02,All Items,Health Care,56.964
1993-02,All Items,Transport,66.014
1993-02,All Items,Communication,123.688
1993-02,All Items,Recreation & Culture,89.645
1993-02,All Items,Education,48.558
1993-02,All Items,Miscellaneous Goods & Services,63.821
1993-03,All Items,Food,65.501
1993-03,All Items,Food Excl Food Servicing Services,63.376
1993-03,All Items,Food Servicing Services,66.771
1993-03,All Items,Clothing & Footwear,91.751
1993-03,All Items,Housing & Utilities,59.235
1993-03,All Items,Household Durables And Services,82.165
1993-03,All Items,Health Care,56.97
1993-03,All Items,Transport,66.486
1993-03,All Items,Communication,123.436
1993-03,All Items,Recreation & Culture,89.672
1993-03,All Items,Education,48.573
1993-03,All Items,Miscellaneous Goods & Services,64.998
1993-04,All Items,Food,65.681
1993-04,All Items,Food Excl Food Servicing Services,63.695
1993-04,All Items,Food Servicing Services,66.812
1993-04,All Items,Clothing & Footwear,92.053
1993-04,All Items,Housing & Utilities,59.289
1993-04,All Items,Household Durables And Services,82.286
1993-04,All Items,Health Care,57.036
1993-04,All Items,Transport,67.221
1993-04,All Items,Communication,123.436
1993-04,All Items,Recreation & Culture,89.702
1993-04,All Items,Education,48.704
1993-04,All Items,Miscellaneous Goods & Services,64.947
1993-05,All Items,Food,66.029
1993-05,All Items,Food Excl Food Servicing Services,64.304
1993-05,All Items,Food Servicing Services,66.901
1993-05,All Items,Clothing & Footwear,92.274
1993-05,All Items,Housing & Utilities,59.289
1993-05,All Items,Household Durables And Services,82.324
1993-05,All Items,Health Care,57.077
1993-05,All Items,Transport,67.54
1993-05,All Items,Communication,123.436
1993-05,All Items,Recreation & Culture,89.89
1993-05,All Items,Education,48.704
1993-05,All Items,Miscellaneous Goods & Services,65.067
1993-06,All Items,Food,65.715
1993-06,All Items,Food Excl Food Servicing Services,63.608
1993-06,All Items,Food Servicing Services,66.964
1993-06,All Items,Clothing & Footwear,92.337
1993-06,All Items,Housing & Utilities,59.389
1993-06,All Items,Household Durables And Services,82.47
1993-06,All Items,Health Care,57.866
1993-06,All Items,Transport,67.819
1993-06,All Items,Communication,123.436
1993-06,All Items,Recreation & Culture,90.057
1993-06,All Items,Education,48.704
1993-06,All Items,Miscellaneous Goods & Services,65.169
1993-07,All Items,Food,66.116
1993-07,All Items,Food Excl Food Servicing Services,64.212
1993-07,All Items,Food Servicing Services,67.162
1993-07,All Items,Clothing & Footwear,92.566
1993-07,All Items,Housing & Utilities,59.571
1993-07,All Items,Household Durables And Services,82.499
1993-07,All Items,Health Care,58.587
1993-07,All Items,Transport,68.207
1993-07,All Items,Communication,123.436
1993-07,All Items,Recreation & Culture,90.371
1993-07,All Items,Education,49.435
1993-07,All Items,Miscellaneous Goods & Services,65.242
1993-08,All Items,Food,65.917
1993-08,All Items,Food Excl Food Servicing Services,63.67
1993-08,All Items,Food Servicing Services,67.301
1993-08,All Items,Clothing & Footwear,91.729
1993-08,All Items,Housing & Utilities,59.578
1993-08,All Items,Household Durables And Services,82.496
1993-08,All Items,Health Care,58.574
1993-08,All Items,Transport,68.168
1993-08,All Items,Communication,123.436
1993-08,All Items,Recreation & Culture,90.343
1993-08,All Items,Education,49.435
1993-08,All Items,Miscellaneous Goods & Services,65.199
1993-09,All Items,Food,65.655
1993-09,All Items,Food Excl Food Servicing Services,63.115
1993-09,All Items,Food Servicing Services,67.329
1993-09,All Items,Clothing & Footwear,92.121
1993-09,All Items,Housing & Utilities,59.668
1993-09,All Items,Household Durables And Services,82.48
1993-09,All Items,Health Care,58.676
1993-09,All Items,Transport,68.625
1993-09,All Items,Communication,123.436
1993-09,All Items,Recreation & Culture,90.387
1993-09,All Items,Education,49.587
1993-09,All Items,Miscellaneous Goods & Services,65.254
1993-10,All Items,Food,65.865
1993-10,All Items,Food Excl Food Servicing Services,63.556
1993-10,All Items,Food Servicing Services,67.311
1993-10,All Items,Clothing & Footwear,92.748
1993-10,All Items,Housing & Utilities,59.914
1993-10,All Items,Household Durables And Services,82.451
1993-10,All Items,Health Care,58.694
1993-10,All Items,Transport,69.164
1993-10,All Items,Communication,123.436
1993-10,All Items,Recreation & Culture,90.224
1993-10,All Items,Education,49.587
1993-10,All Items,Miscellaneous Goods & Services,65.798
1993-11,All Items,Food,66.168
1993-11,All Items,Food Excl Food Servicing Services,64.159
1993-11,All Items,Food Servicing Services,67.316
1993-11,All Items,Clothing & Footwear,92.781
1993-11,All Items,Housing & Utilities,59.915
1993-11,All Items,Household Durables And Services,82.461
1993-11,All Items,Health Care,58.694
1993-11,All Items,Transport,69.864
1993-11,All Items,Communication,123.436
1993-11,All Items,Recreation & Culture,90.3
1993-11,All Items,Education,49.591
1993-11,All Items,Miscellaneous Goods & Services,66.017
1993-12,All Items,Food,66.438
1993-12,All Items,Food Excl Food Servicing Services,64.624
1993-12,All Items,Food Servicing Services,67.391
1993-12,All Items,Clothing & Footwear,92.882
1993-12,All Items,Housing & Utilities,59.914
1993-12,All Items,Household Durables And Services,82.477
1993-12,All Items,Health Care,58.824
1993-12,All Items,Transport,70.887
1993-12,All Items,Communication,122.964
